region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
2.000,10.000,45.000,1.000,8.000,115.000,3.000,17.000,0.000,1.000,4.000,0.000,1.000,0.000,0.000,5.700,0.000,28.050,0.000,0.000,52.950,0.000,238.900,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.740,,3.334,,,4.745,2.000,1.000
1.000,7.000,23.000,0.000,3.000,27.000,2.000,1.000,0.000,1.000,3.000,1.000,0.000,1.000,0.000,3.650,9.500,0.000,7.000,0.000,21.000,76.050,0.000,55.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.295,2.251,,1.946,,3.296,1.000,0.000
2.000,33.000,45.000,0.000,24.000,35.000,1.000,6.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,5.650,24.000,0.000,25.500,0.000,205.750,860.950,0.000,780.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.732,3.178,,3.239,,3.555,3.000,1.000
1.000,3.000,23.000,0.000,2.000,20.000,2.000,4.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,4.650,0.000,30.000,0.000,0.000,11.200,0.000,68.800,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.537,,3.401,,,2.996,1.000,0.000
2.000,56.000,58.000,1.000,3.000,92.000,1.000,25.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,8.250,0.000,0.000,19.750,0.000,476.700,0.000,0.000,1075.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.110,,,2.983,,4.522,1.000,0.000
2.000,54.000,56.000,0.000,8.000,207.000,2.000,35.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,9.000,25.250,0.000,9.000,0.000,464.650,1352.250,0.000,455.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.197,3.229,,2.197,,5.333,3.000,0.000
1.000,72.000,55.000,1.000,28.000,40.000,1.000,11.000,0.000,0.000,5.000,0.000,0.000,1.000,0.000,34.250,0.000,0.000,35.750,0.000,2472.650,0.000,0.000,2770.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.534,,,3.577,,3.689,2.000,0.000
1.000,18.000,29.000,0.000,4.000,40.000,2.000,1.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,9.500,0.000,27.350,0.000,0.000,196.200,0.000,401.650,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,0.000,2.251,,3.309,,,3.689,3.000,0.000
3.000,25.000,29.000,0.000,9.000,55.000,4.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,5.250,24.750,0.000,0.000,0.000,147.950,612.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.658,3.209,,,,4.007,1.000,1.000
1.000,42.000,62.000,0.000,26.000,26.000,1.000,35.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,8.750,0.000,0.000,27.000,0.000,337.750,0.000,0.000,1070.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.169,,,3.296,,3.258,1.000,0.000
3.000,4.000,37.000,0.000,2.000,41.000,2.000,8.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.800,13.500,29.900,16.500,0.000,5.300,45.750,83.550,60.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.030,2.603,3.398,2.803,,3.714,1.000,0.000
2.000,12.000,50.000,1.000,16.000,203.000,4.000,25.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,4.950,22.000,0.000,11.250,28.300,71.500,284.700,0.000,120.000,315.700,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,1.000,1.599,3.091,,2.420,3.343,5.313,1.000,1.000
2.000,53.000,64.000,1.000,17.000,380.000,2.000,36.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,12.850,40.250,0.000,15.000,0.000,687.900,2104.300,0.000,825.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.553,3.695,,2.708,,5.940,3.000,0.000
2.000,13.000,38.000,1.000,8.000,104.000,4.000,6.000,0.000,0.000,7.000,1.000,0.000,1.000,1.000,10.250,21.500,0.000,25.750,58.850,160.400,274.000,0.000,325.000,723.350,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.327,3.068,,3.248,4.075,4.644,4.000,1.000
3.000,18.000,31.000,1.000,12.000,24.000,3.000,4.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,12.150,0.000,0.000,0.000,0.000,202.200,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.497,,,,,3.178,2.000,0.000
3.000,67.000,42.000,1.000,20.000,81.000,3.000,20.000,0.000,1.000,5.000,1.000,0.000,1.000,1.000,24.400,41.250,0.000,9.500,36.700,1701.000,2799.450,0.000,615.000,2481.650,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,3.195,3.720,,2.251,3.603,4.394,4.000,0.000
2.000,6.000,24.000,0.000,2.000,17.000,1.000,1.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,3.250,21.000,0.000,15.250,0.000,29.250,132.200,0.000,45.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,1.179,3.045,,2.725,,2.833,3.000,0.000
1.000,25.000,46.000,0.000,13.000,45.000,1.000,12.000,0.000,1.000,1.000,1.000,0.000,0.000,0.000,5.400,16.000,0.000,0.000,0.000,155.000,408.050,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.686,2.773,,,,3.807,3.000,0.000
2.000,15.000,39.000,0.000,19.000,32.000,2.000,2.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,3.450,0.000,31.850,0.000,0.000,44.450,0.000,462.750,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.238,,3.461,,,3.466,2.000,1.000
3.000,32.000,35.000,0.000,12.000,57.000,4.000,5.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,8.600,11.000,30.050,0.000,0.000,259.300,335.150,975.800,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.152,2.398,3.403,,,4.043,2.000,0.000
2.000,22.000,39.000,0.000,0.000,63.000,4.000,9.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,6.200,0.000,21.350,0.000,0.000,121.700,0.000,425.250,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.825,,3.061,,,4.143,2.000,1.000
2.000,8.000,22.000,0.000,3.000,25.000,4.000,0.000,0.000,0.000,1.000,1.000,0.000,1.000,1.000,8.000,32.250,0.000,18.250,19.450,61.550,264.000,0.000,155.000,153.700,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.079,3.474,,2.904,2.968,3.219,3.000,0.000
1.000,3.000,31.000,1.000,4.000,22.000,1.000,1.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,3.400,0.000,22.700,0.000,0.000,7.600,0.000,35.450,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,1.000,1.224,,3.122,,,3.091,1.000,1.000
2.000,32.000,54.000,0.000,6.000,155.000,2.000,20.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,16.350,0.000,0.000,0.000,0.000,528.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.794,,,,,5.043,1.000,0.000
1.000,49.000,54.000,0.000,24.000,30.000,2.000,5.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,15.500,0.000,0.000,14.250,0.000,754.800,0.000,0.000,625.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.741,,,2.657,,3.401,2.000,0.000
2.000,2.000,28.000,0.000,7.000,46.000,3.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,3.450,0.000,0.000,0.000,15.100,6.550,0.000,0.000,0.000,10.450,1.000,0.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.238,,,,2.715,3.829,4.000,0.000
1.000,39.000,47.000,0.000,1.000,68.000,4.000,10.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,8.300,0.000,0.000,0.000,0.000,308.550,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.116,,,,,4.220,2.000,1.000
1.000,42.000,33.000,0.000,2.000,67.000,2.000,5.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,6.700,0.000,0.000,25.250,0.000,270.200,0.000,0.000,1075.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.902,,,3.229,,4.205,2.000,0.000
1.000,28.000,36.000,0.000,3.000,69.000,3.000,2.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,6.050,25.250,41.550,31.750,36.600,153.050,697.050,1117.150,835.000,1020.950,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.800,3.229,3.727,3.458,3.600,4.234,4.000,0.000
2.000,41.000,46.000,1.000,14.000,47.000,2.000,11.000,0.000,0.000,5.000,1.000,1.000,1.000,1.000,6.300,41.250,55.800,20.000,50.950,279.700,1665.000,2197.600,830.000,1956.700,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.841,3.720,4.022,2.996,3.931,3.850,4.000,0.000
3.000,67.000,50.000,1.000,31.000,83.000,2.000,12.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,29.450,0.000,22.650,19.000,0.000,1921.550,0.000,1515.400,1240.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,3.383,,3.120,2.944,,4.419,2.000,0.000
1.000,38.000,40.000,0.000,15.000,34.000,2.000,11.000,0.000,1.000,1.000,0.000,1.000,1.000,0.000,4.250,0.000,19.800,7.000,0.000,157.600,0.000,779.650,275.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.447,,2.986,1.946,,3.526,2.000,0.000
2.000,18.000,38.000,0.000,8.000,45.000,2.000,2.000,0.000,1.000,4.000,1.000,1.000,1.000,1.000,2.700,31.500,36.250,15.000,23.400,45.600,609.200,654.750,270.000,422.500,0.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,3.450,3.590,2.708,3.153,3.807,4.000,1.000
2.000,6.000,42.000,1.000,17.000,29.000,2.000,2.000,0.000,1.000,2.000,1.000,0.000,1.000,1.000,4.300,25.750,0.000,29.000,31.900,13.400,159.150,0.000,165.000,162.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,1.459,3.248,,3.367,3.463,3.367,4.000,0.000
2.000,4.000,36.000,0.000,0.000,21.000,2.000,1.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,3.300,0.000,0.000,0.000,0.000,22.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.194,,,,,3.045,1.000,0.000
1.000,13.000,23.000,1.000,3.000,30.000,3.000,0.000,0.000,1.000,4.000,1.000,1.000,0.000,0.000,5.150,24.250,28.850,0.000,0.000,53.500,294.550,294.350,0.000,0.000,1.000,1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.639,3.188,3.362,,,3.401,4.000,0.000
1.000,20.000,35.000,0.000,0.000,78.000,4.000,7.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,5.500,0.000,46.100,0.000,35.250,97.150,0.000,825.450,0.000,701.050,1.000,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.705,,3.831,,3.562,4.357,4.000,1.000
1.000,34.000,49.000,1.000,27.000,61.000,3.000,15.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,12.650,34.250,0.000,0.000,0.000,414.900,1119.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.538,3.534,,,,4.111,3.000,0.000
1.000,46.000,29.000,1.000,4.000,90.000,5.000,3.000,0.000,0.000,4.000,1.000,0.000,1.000,1.000,16.850,40.500,0.000,34.500,39.800,736.450,1817.750,0.000,1480.000,1783.150,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,2.824,3.701,,3.541,3.684,4.500,4.000,0.000
1.000,48.000,41.000,0.000,21.000,43.000,2.000,7.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,19.500,0.000,0.000,11.750,0.000,887.700,0.000,0.000,530.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.970,,,2.464,,3.761,2.000,0.000
3.000,69.000,61.000,1.000,12.000,301.000,2.000,37.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,26.050,36.750,41.850,16.250,38.450,1738.150,2589.300,2768.850,1110.000,2590.200,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.260,3.604,3.734,2.788,3.649,5.707,3.000,0.000
1.000,32.000,34.000,1.000,7.000,32.000,2.000,15.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,9.250,0.000,0.000,0.000,0.000,285.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,2.225,,,,,3.466,1.000,0.000
1.000,29.000,29.000,0.000,9.000,41.000,2.000,9.000,0.000,0.000,2.000,1.000,1.000,0.000,0.000,4.750,23.000,37.450,0.000,0.000,112.000,626.600,1010.100,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.558,3.135,3.623,,,3.714,2.000,0.000
3.000,55.000,52.000,0.000,22.000,127.000,1.000,28.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,7.050,0.000,0.000,20.250,0.000,400.550,0.000,0.000,1150.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.953,,,3.008,,4.844,2.000,0.000
3.000,72.000,60.000,1.000,36.000,271.000,1.000,43.000,0.000,1.000,2.000,0.000,0.000,1.000,0.000,21.700,0.000,0.000,52.250,0.000,1580.400,0.000,0.000,3665.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.077,,,3.956,,5.602,3.000,0.000
3.000,29.000,26.000,0.000,1.000,32.000,3.000,2.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,3.400,0.000,0.000,15.750,0.000,111.500,0.000,0.000,440.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.224,,,2.757,,3.466,1.000,1.000
2.000,50.000,25.000,1.000,1.000,36.000,4.000,2.000,0.000,1.000,5.000,0.000,1.000,1.000,1.000,13.050,0.000,40.600,10.250,40.850,682.200,0.000,1928.200,545.000,1964.200,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.569,,3.704,2.327,3.710,3.584,4.000,0.000
3.000,35.000,50.000,1.000,11.000,293.000,3.000,21.000,0.000,0.000,2.000,0.000,1.000,0.000,0.000,12.250,0.000,23.900,0.000,0.000,416.400,0.000,793.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.506,,3.174,,,5.680,1.000,1.000
3.000,11.000,63.000,0.000,9.000,41.000,3.000,3.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,4.150,0.000,29.900,0.000,0.000,46.350,0.000,299.650,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.423,,3.398,,,3.714,1.000,1.000
1.000,9.000,29.000,0.000,9.000,39.000,3.000,5.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,4.200,0.000,0.000,0.000,0.000,22.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.435,,,,,3.664,1.000,0.000
2.000,51.000,48.000,0.000,27.000,58.000,1.000,18.000,0.000,0.000,1.000,1.000,0.000,1.000,0.000,19.200,25.750,0.000,9.250,0.000,964.850,1320.050,0.000,390.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,2.955,3.248,,2.225,,4.060,3.000,1.000
1.000,33.000,34.000,1.000,2.000,28.000,1.000,3.000,0.000,1.000,3.000,0.000,0.000,0.000,0.000,13.400,0.000,0.000,0.000,0.000,438.900,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,2.595,,,,,3.332,2.000,0.000
1.000,25.000,20.000,0.000,0.000,15.000,2.000,0.000,0.000,0.000,2.000,1.000,0.000,1.000,0.000,10.700,23.000,0.000,18.750,0.000,296.750,572.250,0.000,405.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.370,3.135,,2.931,,2.708,3.000,0.000
3.000,31.000,34.000,0.000,9.000,105.000,4.000,7.000,0.000,1.000,4.000,0.000,0.000,1.000,0.000,6.450,0.000,0.000,5.750,0.000,182.350,0.000,0.000,170.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.864,,,1.749,,4.654,3.000,0.000
2.000,67.000,40.000,1.000,10.000,80.000,4.000,8.000,0.000,1.000,2.000,1.000,1.000,1.000,1.000,33.050,21.750,53.550,18.750,48.050,2225.150,1391.600,3532.100,1215.000,3185.350,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,3.498,3.080,3.981,2.931,3.872,4.382,4.000,0.000
3.000,55.000,45.000,0.000,8.000,36.000,2.000,9.000,0.000,0.000,3.000,1.000,0.000,1.000,0.000,25.650,41.750,0.000,11.750,0.000,1423.000,2294.750,0.000,630.000,0.000,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,3.245,3.732,,2.464,,3.584,3.000,0.000
3.000,19.000,50.000,0.000,7.000,112.000,4.000,3.000,0.000,1.000,1.000,0.000,1.000,1.000,1.000,7.150,0.000,44.800,14.250,46.550,160.200,0.000,817.250,265.000,893.750,1.000,1.000,1.000,0.000,1.000,1.000,0.000,1.000,1.000,1.967,,3.802,2.657,3.841,4.718,4.000,0.000
1.000,39.000,34.000,1.000,11.000,55.000,4.000,10.000,0.000,1.000,4.000,1.000,1.000,1.000,1.000,18.450,33.750,56.950,35.500,47.850,742.500,1307.800,2171.650,1385.000,1867.500,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,2.915,3.519,4.042,3.570,3.868,4.007,4.000,0.000
2.000,52.000,35.000,1.000,8.000,40.000,4.000,1.000,0.000,0.000,2.000,1.000,1.000,1.000,1.000,10.750,33.500,35.300,11.000,44.600,546.650,1772.350,1726.450,615.000,2407.150,1.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.375,3.512,3.564,2.398,3.798,3.689,3.000,0.000
3.000,55.000,37.000,1.000,15.000,23.000,2.000,0.000,0.000,1.000,5.000,1.000,0.000,1.000,0.000,12.950,32.500,0.000,26.250,0.000,716.250,1783.550,0.000,1355.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.561,3.481,,3.268,,3.135,3.000,0.000
2.000,25.000,62.000,0.000,27.000,28.000,4.000,33.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,8.300,14.750,52.000,18.000,47.000,160.400,359.250,1183.650,430.000,1117.550,1.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,1.000,2.116,2.691,3.951,2.890,3.850,3.332,4.000,1.000
3.000,33.000,58.000,0.000,12.000,21.000,2.000,23.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,8.800,0.000,0.000,20.750,0.000,264.050,0.000,0.000,690.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.175,,,3.033,,3.045,1.000,0.000
2.000,48.000,35.000,0.000,5.000,63.000,4.000,12.000,0.000,0.000,2.000,0.000,0.000,1.000,0.000,13.400,0.000,0.000,27.500,0.000,560.550,0.000,0.000,1315.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.595,,,3.314,,4.143,3.000,1.000
2.000,48.000,31.000,1.000,12.000,52.000,4.000,3.000,0.000,0.000,3.000,1.000,1.000,1.000,1.000,8.150,26.500,50.950,31.750,55.550,364.800,1323.500,2289.700,1410.000,2725.300,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,2.098,3.277,3.931,3.458,4.017,3.951,4.000,0.000
2.000,49.000,57.000,0.000,3.000,189.000,1.000,31.000,0.000,1.000,3.000,0.000,0.000,1.000,0.000,11.000,0.000,0.000,8.750,0.000,476.150,0.000,0.000,405.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.398,,,2.169,,5.242,1.000,0.000
3.000,54.000,32.000,1.000,0.000,50.000,1.000,15.000,0.000,0.000,3.000,1.000,1.000,1.000,0.000,18.150,46.250,49.200,21.250,0.000,958.700,2530.900,2610.600,1105.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.899,3.834,3.896,3.056,,3.912,3.000,1.000
1.000,45.000,32.000,1.000,9.000,23.000,1.000,15.000,0.000,0.000,4.000,0.000,0.000,0.000,0.000,9.850,0.000,0.000,0.000,0.000,469.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.287,,,,,3.135,1.000,0.000
3.000,4.000,37.000,1.000,1.000,33.000,2.000,15.000,0.000,1.000,5.000,0.000,1.000,0.000,0.000,2.450,0.000,21.900,0.000,0.000,19.250,0.000,65.100,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.896,,3.086,,,3.497,1.000,1.000
3.000,49.000,27.000,1.000,3.000,29.000,3.000,6.000,0.000,1.000,3.000,0.000,1.000,0.000,0.000,10.400,0.000,44.000,0.000,0.000,476.450,0.000,2096.750,0.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.342,,3.784,,,3.367,2.000,1.000
2.000,23.000,35.000,0.000,2.000,96.000,3.000,4.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,6.400,0.000,37.600,22.750,46.200,160.300,0.000,788.400,450.000,979.250,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.856,,3.627,3.125,3.833,4.564,4.000,1.000
2.000,31.000,44.000,0.000,23.000,80.000,5.000,15.000,0.000,0.000,1.000,1.000,1.000,0.000,0.000,14.050,9.250,30.350,0.000,0.000,465.200,306.050,916.500,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.643,2.225,3.413,,,4.382,2.000,1.000
2.000,55.000,44.000,1.000,2.000,68.000,2.000,15.000,0.000,0.000,5.000,1.000,0.000,1.000,0.000,6.600,43.500,0.000,29.500,0.000,350.850,2423.300,0.000,1685.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,1.887,3.773,,3.384,,4.220,3.000,0.000
1.000,9.000,28.000,0.000,7.000,30.000,1.000,4.000,0.000,1.000,6.000,0.000,0.000,0.000,0.000,4.200,0.000,0.000,0.000,0.000,47.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.435,,,,,3.401,1.000,0.000
2.000,55.000,57.000,1.000,25.000,34.000,2.000,12.000,0.000,0.000,3.000,0.000,0.000,1.000,0.000,14.600,0.000,0.000,29.500,0.000,785.400,0.000,0.000,1600.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.681,,,3.384,,3.526,1.000,0.000
1.000,34.000,30.000,0.000,3.000,35.000,2.000,2.000,0.000,1.000,3.000,1.000,0.000,1.000,0.000,9.050,21.500,0.000,8.000,0.000,333.000,695.950,0.000,275.000,0.000,0.000,1.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,2.203,3.068,,2.079,,3.555,3.000,0.000
1.000,10.000,23.000,0.000,4.000,36.000,2.000,1.000,0.000,0.000,3.000,1.000,0.000,1.000,0.000,8.550,14.750,0.000,22.000,0.000,86.050,142.050,0.000,200.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.146,2.691,,3.091,,3.584,3.000,0.000
2.000,62.000,76.000,0.000,20.000,35.000,3.000,18.000,1.000,1.000,1.000,0.000,0.000,1.000,0.000,17.250,0.000,0.000,17.750,0.000,1045.700,0.000,0.000,1085.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,2.848,,,2.876,,3.555,2.000,0.000
2.000,51.000,36.000,0.000,13.000,62.000,3.000,9.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,5.650,36.250,0.000,19.750,40.400,305.750,1872.750,0.000,995.000,2005.450,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.000,1.732,3.590,,2.983,3.699,4.127,4.000,0.000
1.000,65.000,48.000,0.000,28.000,94.000,1.000,25.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,10.400,0.000,0.000,22.500,0.000,664.650,0.000,0.000,1470.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.342,,,3.114,,4.543,2.000,0.000
3.000,53.000,33.000,0.000,1.000,60.000,1.000,6.000,0.000,0.000,2.000,1.000,0.000,1.000,1.000,17.650,28.500,0.000,41.000,28.550,950.700,1502.200,0.000,2170.000,1524.600,0.000,1.000,1.000,0.000,1.000,1.000,1.000,1.000,0.000,2.871,3.350,,3.714,3.352,4.094,4.000,0.000
1.000,23.000,35.000,0.000,4.000,118.000,2.000,11.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,7.900,0.000,30.150,0.000,0.000,196.950,0.000,672.400,0.000,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,2.067,,3.406,,,4.771,1.000,1.000
3.000,1.000,30.000,0.000,3.000,135.000,4.000,3.000,0.000,0.000,3.000,1.000,1.000,1.000,0.000,1.100,5.750,22.800,2.750,0.000,1.100,5.750,22.800,2.750,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,0.095,1.749,3.127,1.012,,4.905,1.000,1.000
3.000,66.000,55.000,0.000,20.000,80.000,2.000,24.000,0.000,1.000,1.000,1.000,0.000,1.000,0.000,14.000,30.750,0.000,14.750,0.000,938.350,2128.200,0.000,965.000,0.000,1.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,0.000,2.639,3.426,,2.691,,4.382,3.000,0.000
3.000,8.000,27.000,1.000,0.000,21.000,3.000,3.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,3.650,0.000,36.450,0.000,0.000,38.050,0.000,235.750,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,1.295,,3.596,,,3.045,2.000,0.000
3.000,18.000,28.000,1.000,3.000,22.000,1.000,2.000,0.000,1.000,5.000,0.000,0.000,1.000,0.000,3.150,173.000,0.000,9.500,0.000,55.550,0.000,0.000,175.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.147,5.153,,2.251,,3.091,1.000,0.000
